pk_curve_id,Time_hr,compound_id,compound_name,Dose_mg_kg,Conc_ng_ml,pka acidic,pka basic,vd(l/kg),cl(l/hour/kg),fu,Trend_ID,PUBCHEM_CID,CAS #,CT_train_test,dataset,Conc_ng_ml_1mgkg,Conc_mgl
tacrolimus 0.015mg/kg (intravenous latin americans),72.1076233,1165,tacrolimus,0.015,1.0782285,9.96,,1.2,0.042,0.01,1165,6473866,104987-11-3,test,Geci+Trend,1,0.001078229
telmisartan 40mg (intravenous iv administration),0.1288784,1189,telmisartan,0.571428571,412.8527277,3.62,5.86,5.3,0.504,0.004,1189,65999,144701-48-4,test,Geci+Trend,1,0.412852728
telmisartan 40mg (intravenous iv administration),0.2330225,1189,telmisartan,0.571428571,879.5193944,3.62,5.86,5.3,0.504,0.004,1189,65999,144701-48-4,test,Geci+Trend,1,0.879519394
telmisartan 40mg (intravenous iv administration),0.3111306,1189,telmisartan,0.571428571,1203.761819,3.62,5.86,5.3,0.504,0.004,1189,65999,144701-48-4,test,Geci+Trend,1,1.203761819
telmisartan 40mg (intravenous iv administration),0.3371666,1189,telmisartan,0.571428571,1097.701213,3.62,5.86,5.3,0.504,0.004,1189,65999,144701-48-4,test,Geci+Trend,1,1.097701213
telmisartan 40mg (intravenous iv administration),0.3892386,1189,telmisartan,0.571428571,850.7315158,3.62,5.86,5.3,0.504,0.004,1189,65999,144701-48-4,test,Geci+Trend,1,0.850731516
telmisartan 40mg (intravenous iv administration),0.5454547,1189,telmisartan,0.571428571,528.0042429,3.62,5.86,5.3,0.504,0.004,1189,65999,144701-48-4,test,Geci+Trend,1,0.528004243
telmisartan 40mg (intravenous iv administration),0.5975267,1189,telmisartan,0.571428571,352.2466671,3.62,5.86,5.3,0.504,0.004,1189,65999,144701-48-4,test,Geci+Trend,1,0.352246667
telmisartan 40mg (intravenous iv administration),0.7797789,1189,telmisartan,0.571428571,279.5193944,3.62,5.86,5.3,0.504,0.004,1189,65999,144701-48-4,test,Geci+Trend,1,0.279519394
telmisartan 40mg (intravenous iv administration),1.040139,1189,telmisartan,0.571428571,197.7012126,3.62,5.86,5.3,0.504,0.004,1189,65999,144701-48-4,test,Geci+Trend,1,0.197701213
telmisartan 40mg (intravenous iv administration),1.5348233,1189,telmisartan,0.571428571,109.8224247,3.62,5.86,5.3,0.504,0.004,1189,65999,144701-48-4,test,Geci+Trend,1,0.109822425
telmisartan 40mg (intravenous iv administration),2.0295076,1189,telmisartan,0.571428571,76.4890914,3.62,5.86,5.3,0.504,0.004,1189,65999,144701-48-4,test,Geci+Trend,1,0.076489091
telmisartan 40mg (intravenous iv administration),3.0449123,1189,telmisartan,0.571428571,55.2769701,3.62,5.86,5.3,0.504,0.004,1189,65999,144701-48-4,test,Geci+Trend,1,0.05527697
telmisartan 40mg (intravenous iv administration),4.0342809,1189,telmisartan,0.571428571,34.0648489,3.62,5.86,5.3,0.504,0.004,1189,65999,144701-48-4,test,Geci+Trend,1,0.034064849
telmisartan 40mg (intravenous iv administration),6.0650902,1189,telmisartan,0.571428571,15.8830307,3.62,5.86,5.3,0.504,0.004,1189,65999,144701-48-4,test,Geci+Trend,1,0.015883031
telmisartan 40mg (intravenous iv administration),8.0438275,1189,telmisartan,0.571428571,12.8527277,3.62,5.86,5.3,0.504,0.004,1189,65999,144701-48-4,test,Geci+Trend,1,0.012852728
telmisartan 40mg (intravenous iv administration),10.0225647,1189,telmisartan,0.571428571,9.8224247,3.62,5.86,5.3,0.504,0.004,1189,65999,144701-48-4,test,Geci+Trend,1,0.009822425
telmisartan 40mg (intravenous iv administration),12.027338,1189,telmisartan,0.571428571,12.8527277,3.62,5.86,5.3,0.504,0.004,1189,65999,144701-48-4,test,Geci+Trend,1,0.012852728
telmisartan 40mg (intravenous telmisartan),0.1460476,1189,telmisartan,0.571428571,591.3793104,3.62,5.86,5.3,0.504,0.004,1189,65999,144701-48-4,test,Geci+Trend,1,0.59137931
telmisartan 40mg (intravenous telmisartan),0.1752571,1189,telmisartan,0.571428571,941.3793103,3.62,5.86,5.3,0.504,0.004,1189,65999,144701-48-4,test,Geci+Trend,1,0.94137931
telmisartan 40mg (intravenous telmisartan),0.2044666,1189,telmisartan,0.571428571,6.8965517,3.62,5.86,5.3,0.504,0.004,1189,65999,144701-48-4,test,Geci+Trend,1,0.006896552
telmisartan 40mg (intravenous telmisartan),0.3505142,1189,telmisartan,0.571428571,1075.862069,3.62,5.86,5.3,0.504,0.004,1189,65999,144701-48-4,test,Geci+Trend,1,1.075862069
telmisartan 40mg (intravenous telmisartan),0.3797237,1189,telmisartan,0.571428571,1093.103448,3.62,5.86,5.3,0.504,0.004,1189,65999,144701-48-4,test,Geci+Trend,1,1.093103448
telmisartan 40mg (intravenous telmisartan),0.4381428,1189,telmisartan,0.571428571,693.1034483,3.62,5.86,5.3,0.504,0.004,1189,65999,144701-48-4,test,Geci+Trend,1,0.693103448
telmisartan 40mg (intravenous telmisartan),0.4673523,1189,telmisartan,0.571428571,510.3448276,3.62,5.86,5.3,0.504,0.004,1189,65999,144701-48-4,test,Geci+Trend,1,0.510344828
telmisartan 40mg (intravenous telmisartan),0.6133999,1189,telmisartan,0.571428571,344.8275862,3.62,5.86,5.3,0.504,0.004,1189,65999,144701-48-4,test,Geci+Trend,1,0.344827586
telmisartan 40mg (intravenous telmisartan),0.7594474,1189,telmisartan,0.571428571,265.5172414,3.62,5.86,5.3,0.504,0.004,1189,65999,144701-48-4,test,Geci+Trend,1,0.265517241
telmisartan 40mg (intravenous telmisartan),1.0515426,1189,telmisartan,0.571428571,186.2068966,3.62,5.86,5.3,0.504,0.004,1189,65999,144701-48-4,test,Geci+Trend,1,0.186206897
telmisartan 40mg (intravenous telmisartan),1.4896854,1189,telmisartan,0.571428571,100,3.62,5.86,5.3,0.504,0.004,1189,65999,144701-48-4,test,Geci+Trend,1,0.1
telmisartan 40mg (intravenous telmisartan),2.0154567,1189,telmisartan,0.571428571,75.862069,3.62,5.86,5.3,0.504,0.004,1189,65999,144701-48-4,test,Geci+Trend,1,0.075862069
telmisartan 40mg (intravenous telmisartan),3.0085803,1189,telmisartan,0.571428571,55.1724138,3.62,5.86,5.3,0.504,0.004,1189,65999,144701-48-4,test,Geci+Trend,1,0.055172414
telmisartan 40mg (intravenous telmisartan),4.0309133,1189,telmisartan,0.571428571,48.2758621,3.62,5.86,5.3,0.504,0.004,1189,65999,144701-48-4,test,Geci+Trend,1,0.048275862
telmisartan 40mg (intravenous telmisartan),5.987951,1189,telmisartan,0.571428571,17.2413793,3.62,5.86,5.3,0.504,0.004,1189,65999,144701-48-4,test,Geci+Trend,1,0.017241379
telmisartan 40mg (intravenous telmisartan),7.9741981,1189,telmisartan,0.571428571,20.6896552,3.62,5.86,5.3,0.504,0.004,1189,65999,144701-48-4,test,Geci+Trend,1,0.020689655
telmisartan 40mg (intravenous telmisartan),10.0480738,1189,telmisartan,0.571428571,17.2413793,3.62,5.86,5.3,0.504,0.004,1189,65999,144701-48-4,test,Geci+Trend,1,0.017241379
telmisartan 40mg (intravenous telmisartan),11.9466925,1189,telmisartan,0.571428571,10.3448276,3.62,5.86,5.3,0.504,0.004,1189,65999,144701-48-4,test,Geci+Trend,1,0.010344828
tenofovir 3mg/kg (intravenous 3 mg/kg day 1),0.6218634,1197,tenofovir,3,5465.9896,1.35,3.74,0.83,0.186,0.93,1197,464205,147127-20-6,test,Simcyp+Trend,1,5.4659896
tenofovir 3mg/kg (intravenous 3 mg/kg day 1),1.008818,1197,tenofovir,3,10127.6014,1.35,3.74,0.83,0.186,0.93,1197,464205,147127-20-6,test,Simcyp+Trend,1,10.1276014
tenofovir 3mg/kg (intravenous 3 mg/kg day 1),1.5892498,1197,tenofovir,3,4069.7947,1.35,3.74,0.83,0.186,0.93,1197,464205,147127-20-6,test,Simcyp+Trend,1,4.0697947
tenofovir 3mg/kg (intravenous 3 mg/kg day 1),2.1051892,1197,tenofovir,3,2579.915,1.35,3.74,0.83,0.186,0.93,1197,464205,147127-20-6,test,Simcyp+Trend,1,2.579915
tenofovir 3mg/kg (intravenous 3 mg/kg day 1),2.5566362,1197,tenofovir,3,1635.4539,1.35,3.74,0.83,0.186,0.93,1197,464205,147127-20-6,test,Simcyp+Trend,1,1.6354539
tenofovir 3mg/kg (intravenous 3 mg/kg day 1),2.8790983,1197,tenofovir,3,1355.5717,1.35,3.74,0.83,0.186,0.93,1197,464205,147127-20-6,test,Simcyp+Trend,1,1.3555717
tenofovir 3mg/kg (intravenous 3 mg/kg day 1),4.0399619,1197,tenofovir,3,814.45,1.35,3.74,0.83,0.186,0.93,1197,464205,147127-20-6,test,Simcyp+Trend,1,0.81445
tenofovir 3mg/kg (intravenous 3 mg/kg day 1),5.8457498,1197,tenofovir,3,405.59,1.35,3.74,0.83,0.186,0.93,1197,464205,147127-20-6,test,Simcyp+Trend,1,0.40559
tenofovir 3mg/kg (intravenous 3 mg/kg day 1),8.0384923,1197,tenofovir,3,271.28,1.35,3.74,0.83,0.186,0.93,1197,464205,147127-20-6,test,Simcyp+Trend,1,0.27128
tenofovir 3mg/kg (intravenous 3 mg/kg day 1),11.9080378,1197,tenofovir,3,142.54,1.35,3.74,0.83,0.186,0.93,1197,464205,147127-20-6,test,Simcyp+Trend,1,0.14254
tenofovir 3mg/kg (intravenous 3 mg/kg day 1),24.0326136,1197,tenofovir,3,60.435,1.35,3.74,0.83,0.186,0.93,1197,464205,147127-20-6,test,Simcyp+Trend,1,0.060435
tolbutamide 1600mg (intravenous before rifampicin),0.1282042,1245,tolbutamide,22.85714286,258652.8094,4.33,,0.12,0.0126,0.05,1245,5505,64-77-7,test,Geci+Simcyp+Trend,1,258.6528094
tolbutamide 1600mg (intravenous before rifampicin),0.626384,1245,tolbutamide,22.85714286,201776.5537,4.33,,0.12,0.0126,0.05,1245,5505,64-77-7,test,Geci+Simcyp+Trend,1,201.7765537
tolbutamide 1600mg (intravenous before rifampicin),1.3029316,1245,tolbutamide,22.85714286,171571.0069,4.33,,0.12,0.0126,0.05,1245,5505,64-77-7,test,Geci+Simcyp+Trend,1,171.5710069
tolbutamide 1600mg (intravenous before rifampicin),2.2149837,1245,tolbutamide,22.85714286,135305.6089,4.33,,0.12,0.0126,0.05,1245,5505,64-77-7,test,Geci+Simcyp+Trend,1,135.3056089
tolbutamide 1600mg (intravenous before rifampicin),3.002318,1245,tolbutamide,22.85714286,120903.0898,4.33,,0.12,0.0126,0.05,1245,5505,64-77-7,test,Geci+Simcyp+Trend,1,120.9030898
tolbutamide 1600mg (intravenous before rifampicin),4.1693811,1245,tolbutamide,22.85714286,112487.6645,4.33,,0.12,0.0126,0.05,1245,5505,64-77-7,test,Geci+Simcyp+Trend,1,112.4876645
tolbutamide 1600mg (intravenous before rifampicin),6.0476354,1245,tolbutamide,22.85714286,85195.5086,4.33,,0.12,0.0126,0.05,1245,5505,64-77-7,test,Geci+Simcyp+Trend,1,85.1955086
tolbutamide 1600mg (intravenous before rifampicin),8.1881658,1245,tolbutamide,22.85714286,65437.9672,4.33,,0.12,0.0126,0.05,1245,5505,64-77-7,test,Geci+Simcyp+Trend,1,65.4379672
tolbutamide 1600mg (intravenous before rifampicin),12.1720479,1245,tolbutamide,22.85714286,44220.4848,4.33,,0.12,0.0126,0.05,1245,5505,64-77-7,test,Geci+Simcyp+Trend,1,44.2204848
tolbutamide 1600mg (intravenous before rifampicin),17.7740197,1245,tolbutamide,22.85714286,21933.7455,4.33,,0.12,0.0126,0.05,1245,5505,64-77-7,test,Geci+Simcyp+Trend,1,21.9337455
tolbutamide 1600mg (intravenous before rifampicin),20.3257329,1245,tolbutamide,22.85714286,16391.5793,4.33,,0.12,0.0126,0.05,1245,5505,64-77-7,test,Geci+Simcyp+Trend,1,16.3915793
tolbutamide 1600mg (intravenous before rifampicin),24.2345277,1245,tolbutamide,22.85714286,9670.4593,4.33,,0.12,0.0126,0.05,1245,5505,64-77-7,test,Geci+Simcyp+Trend,1,9.6704593
tolbutamide 1600mg (intravenous before rifampicin),30.3583062,1245,tolbutamide,22.85714286,5271.052,4.33,,0.12,0.0126,0.05,1245,5505,64-77-7,test,Geci+Simcyp+Trend,1,5.271052
tolbutamide 1600mg (intravenous before rifampicin),36.2214984,1245,tolbutamide,22.85714286,2873.0786,4.33,,0.12,0.0126,0.05,1245,5505,64-77-7,test,Geci+Simcyp+Trend,1,2.8730786
topiramate 100mg (intravenous 100 mg iv),0.3440889,1253,topiramate,1.428571429,2144.6226,11.09,,0.8,0.0162,0.72,1253,5284627,97240-79-4,test,Geci+Trend,1,2.1446226
topiramate 100mg (intravenous 100 mg iv),0.5086979,1253,topiramate,1.428571429,1872.7272,11.09,,0.8,0.0162,0.72,1253,5284627,97240-79-4,test,Geci+Trend,1,1.8727272
topiramate 100mg (intravenous 100 mg iv),0.7885333,1253,topiramate,1.428571429,1757.6945,11.09,,0.8,0.0162,0.72,1253,5284627,97240-79-4,test,Geci+Trend,1,1.7576945
topiramate 100mg (intravenous 100 mg iv),0.8465765,1253,topiramate,1.428571429,2163.8302,11.09,,0.8,0.0162,0.72,1253,5284627,97240-79-4,test,Geci+Trend,1,2.1638302
topiramate 100mg (intravenous 100 mg iv),0.9935581,1253,topiramate,1.428571429,1868.7322,11.09,,0.8,0.0162,0.72,1253,5284627,97240-79-4,test,Geci+Trend,1,1.8687322
topiramate 100mg (intravenous 100 mg iv),1.240757,1253,topiramate,1.428571429,1748.9971,11.09,,0.8,0.0162,0.72,1253,5284627,97240-79-4,test,Geci+Trend,1,1.7489971
topiramate 100mg (intravenous 100 mg iv),1.2658996,1253,topiramate,1.428571429,1757.6945,11.09,,0.8,0.0162,0.72,1253,5284627,97240-79-4,test,Geci+Trend,1,1.7576945
topiramate 100mg (intravenous 100 mg iv),1.9756652,1253,topiramate,1.428571429,1637.4775,11.09,,0.8,0.0162,0.72,1253,5284627,97240-79-4,test,Geci+Trend,1,1.6374775
topiramate 100mg (intravenous 100 mg iv),2.2535539,1253,topiramate,1.428571429,1632.2043,11.09,,0.8,0.0162,0.72,1253,5284627,97240-79-4,test,Geci+Trend,1,1.6322043
topiramate 100mg (intravenous 100 mg iv),4.5478436,1253,topiramate,1.428571429,1560.2716,11.09,,0.8,0.0162,0.72,1253,5284627,97240-79-4,test,Geci+Trend,1,1.5602716
topiramate 100mg (intravenous 100 mg iv),6.385114,1253,topiramate,1.428571429,1397.2814,11.09,,0.8,0.0162,0.72,1253,5284627,97240-79-4,test,Geci+Trend,1,1.3972814
topiramate 100mg (intravenous 100 mg iv),10.4271087,1253,topiramate,1.428571429,1234.2912,11.09,,0.8,0.0162,0.72,1253,5284627,97240-79-4,test,Geci+Trend,1,1.2342912
topiramate 100mg (intravenous 100 mg iv),12.4481061,1253,topiramate,1.428571429,1157.0853,11.09,,0.8,0.0162,0.72,1253,5284627,97240-79-4,test,Geci+Trend,1,1.1570853
topiramate 100mg (intravenous 100 mg iv),24.0229092,1253,topiramate,1.428571429,934.0461,11.09,,0.8,0.0162,0.72,1253,5284627,97240-79-4,test,Geci+Trend,1,0.9340461
topiramate 100mg (intravenous 100 mg iv),48.2748778,1253,topiramate,1.428571429,556.5951,11.09,,0.8,0.0162,0.72,1253,5284627,97240-79-4,test,Geci+Trend,1,0.5565951
topiramate 100mg (intravenous 100 mg iv),72.3431192,1253,topiramate,1.428571429,333.5559,11.09,,0.8,0.0162,0.72,1253,5284627,97240-79-4,test,Geci+Trend,1,0.3335559
topiramate 100mg (intravenous 100 mg iv),96.5950877,1253,topiramate,1.428571429,213.4579,11.09,,0.8,0.0162,0.72,1253,5284627,97240-79-4,test,Geci+Trend,1,0.2134579
topiramate 50mg (intravenous 50 mg iv),0.3378788,1253,topiramate,0.714285714,697.9679,11.09,,0.8,0.0162,0.72,1253,5284627,97240-79-4,test,Geci+Trend,1,0.6979679
topiramate 50mg (intravenous 50 mg iv),0.9156565,1253,topiramate,0.714285714,660.3208,11.09,,0.8,0.0162,0.72,1253,5284627,97240-79-4,test,Geci+Trend,1,0.6603208
topiramate 50mg (intravenous 50 mg iv),1.0351827,1253,topiramate,0.714285714,611.7852,11.09,,0.8,0.0162,0.72,1253,5284627,97240-79-4,test,Geci+Trend,1,0.6117852
topiramate 50mg (intravenous 50 mg iv),1.2489899,1253,topiramate,0.714285714,632.0855,11.09,,0.8,0.0162,0.72,1253,5284627,97240-79-4,test,Geci+Trend,1,0.6320855
topiramate 50mg (intravenous 50 mg iv),2.0527478,1253,topiramate,0.714285714,595.9481,11.09,,0.8,0.0162,0.72,1253,5284627,97240-79-4,test,Geci+Trend,1,0.5959481
topiramate 50mg (intravenous 50 mg iv),2.2415825,1253,topiramate,0.714285714,613.262,11.09,,0.8,0.0162,0.72,1253,5284627,97240-79-4,test,Geci+Trend,1,0.613262
topiramate 50mg (intravenous 50 mg iv),4.087878,1253,topiramate,0.714285714,548.4368,11.09,,0.8,0.0162,0.72,1253,5284627,97240-79-4,test,Geci+Trend,1,0.5484368
topiramate 50mg (intravenous 50 mg iv),6.2926024,1253,topiramate,0.714285714,508.844,11.09,,0.8,0.0162,0.72,1253,5284627,97240-79-4,test,Geci+Trend,1,0.508844
topiramate 50mg (intravenous 50 mg iv),10.1932687,1253,topiramate,0.714285714,485.0884,11.09,,0.8,0.0162,0.72,1253,5284627,97240-79-4,test,Geci+Trend,1,0.4850884
topiramate 50mg (intravenous 50 mg iv),12.9067757,1253,topiramate,0.714285714,453.4142,11.09,,0.8,0.0162,0.72,1253,5284627,97240-79-4,test,Geci+Trend,1,0.4534142
topiramate 50mg (intravenous 50 mg iv),24.2695861,1253,topiramate,0.714285714,342.5545,11.09,,0.8,0.0162,0.72,1253,5284627,97240-79-4,test,Geci+Trend,1,0.3425545
topiramate 50mg (intravenous 50 mg iv),72.4343347,1253,topiramate,0.714285714,120.835,11.09,,0.8,0.0162,0.72,1253,5284627,97240-79-4,test,Geci+Trend,1,0.120835
topiramate 50mg (intravenous 50 mg iv),96.3471148,1253,topiramate,0.714285714,73.3237,11.09,,0.8,0.0162,0.72,1253,5284627,97240-79-4,test,Geci+Trend,1,0.0733237
topiramate 50mg (intravenous 50 mg iv),120.4294892,1253,topiramate,0.714285714,89.1608,11.09,,0.8,0.0162,0.72,1253,5284627,97240-79-4,test,Geci+Trend,1,0.0891608
torsemide 20mg (intravenous clcr < 48 ml/min),0.0860879,1256,torsemide,0.285714286,4227.333391,5.92,4.2,0.21,0.0318,0.01,1256,41781,56211-40-6,test,Geci+Trend,1,4.227333391
torsemide 20mg (intravenous clcr < 48 ml/min),1.9379752,1256,torsemide,0.285714286,1227.223605,5.92,4.2,0.21,0.0318,0.01,1256,41781,56211-40-6,test,Geci+Trend,1,1.227223605
torsemide 20mg (intravenous clcr < 48 ml/min),4.026146,1256,torsemide,0.285714286,703.5140901,5.92,4.2,0.21,0.0318,0.01,1256,41781,56211-40-6,test,Geci+Trend,1,0.70351409
torsemide 20mg (intravenous clcr < 48 ml/min),5.9213522,1256,torsemide,0.285714286,439.3679765,5.92,4.2,0.21,0.0318,0.01,1256,41781,56211-40-6,test,Geci+Trend,1,0.439367977
torsemide 20mg (intravenous clcr < 48 ml/min),8.9536822,1256,torsemide,0.285714286,237.7725416,5.92,4.2,0.21,0.0318,0.01,1256,41781,56211-40-6,test,Geci+Trend,1,0.237772542
torsemide 20mg (intravenous clcr < 48 ml/min),11.9860122,1256,torsemide,0.285714286,154.7016693,5.92,4.2,0.21,0.0318,0.01,1256,41781,56211-40-6,test,Geci+Trend,1,0.154701669
torsemide 20mg (intravenous clcr < 48 ml/min),24.0395239,1256,torsemide,0.285714286,33.3294694,5.92,4.2,0.21,0.0318,0.01,1256,41781,56211-40-6,test,Geci+Trend,1,0.033329469
torsemide 20mg (intravenous clcr < 48 ml/min),36.0172274,1256,torsemide,0.285714286,13.2687008,5.92,4.2,0.21,0.0318,0.01,1256,41781,56211-40-6,test,Geci+Trend,1,0.013268701
torsemide 20mg (intravenous clcr > 91 ml/min),1.0607654,1256,torsemide,0.285714286,3906.436778,5.92,4.2,0.21,0.0318,0.01,1256,41781,56211-40-6,test,Geci+Trend,1,3.906436778
torsemide 20mg (intravenous clcr > 91 ml/min),2.1526761,1256,torsemide,0.285714286,989.7479252,5.92,4.2,0.21,0.0318,0.01,1256,41781,56211-40-6,test,Geci+Trend,1,0.989747925
torsemide 20mg (intravenous clcr > 91 ml/min),3.9370856,1256,torsemide,0.285714286,530.5855278,5.92,4.2,0.21,0.0318,0.01,1256,41781,56211-40-6,test,Geci+Trend,1,0.530585528
torsemide 20mg (intravenous clcr > 91 ml/min),5.8264605,1256,torsemide,0.285714286,327.7363404,5.92,4.2,0.21,0.0318,0.01,1256,41781,56211-40-6,test,Geci+Trend,1,0.32773634
torsemide 20mg (intravenous clcr > 91 ml/min),8.8704533,1256,torsemide,0.285714286,170.784204,5.92,4.2,0.21,0.0318,0.01,1256,41781,56211-40-6,test,Geci+Trend,1,0.170784204
torsemide 20mg (intravenous clcr > 91 ml/min),12.0194113,1256,torsemide,0.285714286,128.6384504,5.92,4.2,0.21,0.0318,0.01,1256,41781,56211-40-6,test,Geci+Trend,1,0.12863845
torsemide 20mg (intravenous clcr > 91 ml/min),23.985452,1256,torsemide,0.285714286,63.3400643,5.92,4.2,0.21,0.0318,0.01,1256,41781,56211-40-6,test,Geci+Trend,1,0.063340064
torsemide 20mg (intravenous clcr > 91 ml/min),35.9514926,1256,torsemide,0.285714286,40.2490283,5.92,4.2,0.21,0.0318,0.01,1256,41781,56211-40-6,test,Geci+Trend,1,0.040249028
triamterene 10mg (intravenous ta),0.139534883,1269,triamterene,0.142857143,56.7593352,,1.86,13,3.78,0.42,1269,5546,396-01-0,test,Geci+Trend,1,0.056759335
triamterene 10mg (intravenous ta),0.23255814,1269,triamterene,0.142857143,41.1420379,,1.86,13,3.78,0.42,1269,5546,396-01-0,test,Geci+Trend,1,0.041142038
triamterene 10mg (intravenous ta),0.372093023,1269,triamterene,0.142857143,15.0105844,,1.86,13,3.78,0.42,1269,5546,396-01-0,test,Geci+Trend,1,0.015010584
triamterene 10mg (intravenous ta),0.418604652,1269,triamterene,0.142857143,12.6433861,,1.86,13,3.78,0.42,1269,5546,396-01-0,test,Geci+Trend,1,0.012643386
triamterene 10mg (intravenous ta),0.558139535,1269,triamterene,0.142857143,10.4234743,,1.86,13,3.78,0.42,1269,5546,396-01-0,test,Geci+Trend,1,0.010423474
triamterene 10mg (intravenous ta),0.790697675,1269,triamterene,0.142857143,8.2324291,,1.86,13,3.78,0.42,1269,5546,396-01-0,test,Geci+Trend,1,0.008232429
triamterene 10mg (intravenous ta),1.023255813,1269,triamterene,0.142857143,7.0845228,,1.86,13,3.78,0.42,1269,5546,396-01-0,test,Geci+Trend,1,0.007084523
triamterene 10mg (intravenous ta),1.534883722,1269,triamterene,0.142857143,5.7166671,,1.86,13,3.78,0.42,1269,5546,396-01-0,test,Geci+Trend,1,0.005716667
triamterene 10mg (intravenous ta),2.093023255,1269,triamterene,0.142857143,4.4191801,,1.86,13,3.78,0.42,1269,5546,396-01-0,test,Geci+Trend,1,0.00441918
triamterene 10mg (intravenous ta),3.069767442,1269,triamterene,0.142857143,3.1352581,,1.86,13,3.78,0.42,1269,5546,396-01-0,test,Geci+Trend,1,0.003135258
triamterene 10mg (intravenous ta),4,1269,triamterene,0.142857143,2.3218737,,1.86,13,3.78,0.42,1269,5546,396-01-0,test,Geci+Trend,1,0.002321874
triamterene 10mg (intravenous ta),6.046511628,1269,triamterene,0.142857143,1.4797434,,1.86,13,3.78,0.42,1269,5546,396-01-0,test,Geci+Trend,1,0.001479743
triamterene 10mg (intravenous ta),8.046511628,1269,triamterene,0.142857143,1.1196142,,1.86,13,3.78,0.42,1269,5546,396-01-0,test,Geci+Trend,1,0.001119614
triamterene 10mg (intravenous ta),10,1269,triamterene,0.142857143,0.84713,,1.86,13,3.78,0.42,1269,5546,396-01-0,test,Geci+Trend,1,0.00084713
triamterene 10mg (intravenous ta),12.09302326,1269,triamterene,0.142857143,0.50623,,1.86,13,3.78,0.42,1269,5546,396-01-0,test,Geci+Trend,1,0.00050623
triamterene 10mg (intravenous ta),14.09302326,1269,triamterene,0.142857143,0.35153,,1.86,13,3.78,0.42,1269,5546,396-01-0,test,Geci+Trend,1,0.00035153
valproic acid 400mg (intravenous elderly),0.2048518,1292,valproic acid,5.714285714,66585.00585,5.14,,0.14,0.0096,0.08,1292,3121,99-66-1,test,Geci+Trend,1,66.58500585
valproic acid 400mg (intravenous elderly),0.7978437,1292,valproic acid,5.714285714,37480.0792,5.14,,0.14,0.0096,0.08,1292,3121,99-66-1,test,Geci+Trend,1,37.4800792
valproic acid 400mg (intravenous elderly),0.916442,1292,valproic acid,5.714285714,32517.2493,5.14,,0.14,0.0096,0.08,1292,3121,99-66-1,test,Geci+Trend,1,32.5172493
valproic acid 400mg (intravenous elderly),3.4070081,1292,valproic acid,5.714285714,27492.308,5.14,,0.14,0.0096,0.08,1292,3121,99-66-1,test,Geci+Trend,1,27.492308
valproic acid 400mg (intravenous elderly),23.3315364,1292,valproic acid,5.714285714,10171.9402,5.14,,0.14,0.0096,0.08,1292,3121,99-66-1,test,Geci+Trend,1,10.1719402
valproic acid 400mg (intravenous elderly),32.1078167,1292,valproic acid,5.714285714,7558.27,5.14,,0.14,0.0096,0.08,1292,3121,99-66-1,test,Geci+Trend,1,7.55827
valproic acid 400mg (intravenous elderly),50.2533693,1292,valproic acid,5.714285714,3061.0491,5.14,,0.14,0.0096,0.08,1292,3121,99-66-1,test,Geci+Trend,1,3.0610491
valproic acid 400mg (intravenous young),0.6666667,1292,valproic acid,5.714285714,56932.1766,5.14,,0.14,0.0096,0.08,1292,3121,99-66-1,test,Geci+Trend,1,56.9321766
valproic acid 400mg (intravenous young),1.4666667,1292,valproic acid,5.714285714,44163.0237,5.14,,0.14,0.0096,0.08,1292,3121,99-66-1,test,Geci+Trend,1,44.1630237
valproic acid 400mg (intravenous young),2.2666667,1292,valproic acid,5.714285714,30258.7651,5.14,,0.14,0.0096,0.08,1292,3121,99-66-1,test,Geci+Trend,1,30.2587651
valproic acid 400mg (intravenous young),3.6,1292,valproic acid,5.714285714,31151.7537,5.14,,0.14,0.0096,0.08,1292,3121,99-66-1,test,Geci+Trend,1,31.1517537
valproic acid 400mg (intravenous young),4.9333333,1292,valproic acid,5.714285714,27730.4617,5.14,,0.14,0.0096,0.08,1292,3121,99-66-1,test,Geci+Trend,1,27.7304617
valproic acid 400mg (intravenous young),5.3333333,1292,valproic acid,5.714285714,21343.9503,5.14,,0.14,0.0096,0.08,1292,3121,99-66-1,test,Geci+Trend,1,21.3439503
valproic acid 400mg (intravenous young),6.5333333,1292,valproic acid,5.714285714,18188.731,5.14,,0.14,0.0096,0.08,1292,3121,99-66-1,test,Geci+Trend,1,18.188731
valproic acid 400mg (intravenous young),23.8666667,1292,valproic acid,5.714285714,2786.6325,5.14,,0.14,0.0096,0.08,1292,3121,99-66-1,test,Geci+Trend,1,2.7866325
valproic acid 400mg (intravenous young),30.8,1292,valproic acid,5.714285714,1557.5877,5.14,,0.14,0.0096,0.08,1292,3121,99-66-1,test,Geci+Trend,1,1.5575877
valsartan 20mg (intravenous 20 mg),0.0623377,1293,valsartan,0.285714286,16387.6281,4,,0.22,0.0294,0.04,1293,60846,137862-53-4,test,Geci+Simcyp+Trend,1,16.3876281
valsartan 20mg (intravenous 20 mg),0.2493506,1293,valsartan,0.285714286,13150.397,4,,0.22,0.0294,0.04,1293,60846,137862-53-4,test,Geci+Simcyp+Trend,1,13.150397
valsartan 20mg (intravenous 20 mg),0.6233766,1293,valsartan,0.285714286,10494.6437,4,,0.22,0.0294,0.04,1293,60846,137862-53-4,test,Geci+Simcyp+Trend,1,10.4946437
