pk_curve_id,Time_hr,compound_id,compound_name,Dose_mg_kg,Conc_ng_ml,pka acidic,pka basic,vd(l/kg),cl(l/hour/kg),fu,Trend_ID,PUBCHEM_CID,CAS #,CT_train_test,dataset,Conc_ng_ml_1mgkg,Conc_mgl
imatinib 100mg (iv i.v. infusion),12.2105327,634,imatinib,1.428571429,174.1921983,12.69,7.84,3.9,0.198,0.05,634,5291,152459-95-5,test,Geci+Trend,1,0.174192198
imatinib 100mg (iv i.v. infusion),24,634,imatinib,1.428571429,93.4694563,12.69,7.84,3.9,0.198,0.05,634,5291,152459-95-5,test,Geci+Trend,1,0.093469456
imatinib 100mg (iv i.v. infusion),24.2105263,634,imatinib,1.428571429,100.2990686,12.69,7.84,3.9,0.198,0.05,634,5291,152459-95-5,test,Geci+Trend,1,0.100299069
imatinib 100mg (iv i.v. infusion),36.1403509,634,imatinib,1.428571429,56.0245788,12.69,7.84,3.9,0.198,0.05,634,5291,152459-95-5,test,Geci+Trend,1,0.056024579
imatinib 100mg (iv i.v. infusion),48.0701754,634,imatinib,1.428571429,32.7277086,12.69,7.84,3.9,0.198,0.05,634,5291,152459-95-5,test,Geci+Trend,1,0.032727709
imatinib 100mg (iv i.v. infusion),71.9298246,634,imatinib,1.428571429,15.2818629,12.69,7.84,3.9,0.198,0.05,634,5291,152459-95-5,test,Geci+Trend,1,0.015281863
imatinib 100mg (iv i.v. infusion),95.9649123,634,imatinib,1.428571429,7.8045434,12.69,7.84,3.9,0.198,0.05,634,5291,152459-95-5,test,Geci+Trend,1,0.007804543
imipramine 50mg (intravenous imipramine),2.5532012,637,imipramine,0.714285714,77.19373085,,9.2,12,0.78,0.075,637,3696,50-49-7,test,Geci+Simcyp+Trend,1,0.077193731
imipramine 50mg (intravenous imipramine),4.9468183,637,imipramine,0.714285714,44.57074891,,9.2,12,0.78,0.075,637,3696,50-49-7,test,Geci+Simcyp+Trend,1,0.044570749
imipramine 50mg (intravenous imipramine),8.93618,637,imipramine,0.714285714,25.19669225,,9.2,12,0.78,0.075,637,3696,50-49-7,test,Geci+Simcyp+Trend,1,0.025196692
imipramine 50mg (intravenous imipramine),13.723414,637,imipramine,0.714285714,17.97026706,,9.2,12,0.78,0.075,637,3696,50-49-7,test,Geci+Simcyp+Trend,1,0.017970267
imipramine 50mg (intravenous imipramine),16.9149034,637,imipramine,0.714285714,13.94642292,,9.2,12,0.78,0.075,637,3696,50-49-7,test,Geci+Simcyp+Trend,1,0.013946423
imipramine 50mg (intravenous imipramine),21.7021374,637,imipramine,0.714285714,13.09000557,,9.2,12,0.78,0.075,637,3696,50-49-7,test,Geci+Simcyp+Trend,1,0.013090006
imipramine 50mg (intravenous imipramine),29.6808608,637,imipramine,0.714285714,8.224415276,,9.2,12,0.78,0.075,637,3696,50-49-7,test,Geci+Simcyp+Trend,1,0.008224415
imipramine 50mg (intravenous imipramine),47.2340523,637,imipramine,0.714285714,3.53290966,,9.2,12,0.78,0.075,637,3696,50-49-7,test,Geci+Simcyp+Trend,1,0.00353291
imipramine 50mg (intravenous imipramine),71.1702225,637,imipramine,0.714285714,1.202936308,,9.2,12,0.78,0.075,637,3696,50-49-7,test,Geci+Simcyp+Trend,1,0.001202936
indinavir 16mg (i.v. 16mg of do indinavir iv  in treatment  b),0.4240015,641,indinavir,0.228571429,232.41537,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.23241537
indinavir 16mg (i.v. 16mg of do indinavir iv  in treatment  b),0.5840015,641,indinavir,0.228571429,311.414499,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.311414499
indinavir 16mg (i.v. 16mg of do indinavir iv  in treatment  b),0.8773348,641,indinavir,0.228571429,429.469722,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.429469722
indinavir 16mg (i.v. 16mg of do indinavir iv  in treatment  b),1.0906681,641,indinavir,0.228571429,218.11383,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.21811383
indinavir 16mg (i.v. 16mg of do indinavir iv  in treatment  b),1.6240015,641,indinavir,0.228571429,176.492052,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.176492052
indinavir 16mg (i.v. 16mg of do indinavir iv  in treatment  b),2.0773348,641,indinavir,0.228571429,139.82364,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.13982364
indinavir 16mg (i.v. 16mg of do indinavir iv  in treatment  b),4.1040015,641,indinavir,0.228571429,37.6234848,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.037623485
indinavir 16mg (i.v. 16mg of do indinavir iv  in treatment  b),6.1306681,641,indinavir,0.228571429,8.9160588,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.008916059
indinavir 16mg (i.v. 16mg of do indinavir iv  in treatment  b),8.0773348,641,indinavir,0.228571429,3.5121636,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.003512164
indinavir 16mg (i.v. 16mg of do indinavir iv  in treatment  b),10.0506681,641,indinavir,0.228571429,0.63202986,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.00063203
indinavir 16mg (i.v. 16mg of do indinavir iv in treatment a),0.3440015,641,indinavir,0.228571429,227.547936,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.227547936
indinavir 16mg (i.v. 16mg of do indinavir iv in treatment a),0.5306681,641,indinavir,0.228571429,293.36571,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.29336571
indinavir 16mg (i.v. 16mg of do indinavir iv in treatment a),0.6906681,641,indinavir,0.228571429,362.547108,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.362547108
indinavir 16mg (i.v. 16mg of do indinavir iv in treatment a),0.8773348,641,indinavir,0.228571429,448.04331,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.44804331
indinavir 16mg (i.v. 16mg of do indinavir iv in treatment a),1.0373348,641,indinavir,0.228571429,204.690024,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.204690024
indinavir 16mg (i.v. 16mg of do indinavir iv in treatment a),1.5173348,641,indinavir,0.228571429,142.812846,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.142812846
indinavir 16mg (i.v. 16mg of do indinavir iv in treatment a),2.1040015,641,indinavir,0.228571429,97.557372,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.097557372
indinavir 16mg (i.v. 16mg of do indinavir iv in treatment a),4.1573348,641,indinavir,0.228571429,21.2411628,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.021241163
indinavir 16mg (i.v. 16mg of do indinavir iv in treatment a),6.0773348,641,indinavir,0.228571429,6.3540576,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.006354058
indinavir 16mg (i.v. 16mg of do indinavir iv in treatment a),8.0506681,641,indinavir,0.228571429,2.84195538,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.002841955
indinavir 16mg (i.v. 16mg of do indinavir iv in treatment a),9.9706681,641,indinavir,0.228571429,1.41309036,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.00141309
indinavir 16mg (iv d0 in treatment c),0.05,641,indinavir,0.228571429,33.68331846,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.033683318
indinavir 16mg (iv d0 in treatment c),0.11,641,indinavir,0.228571429,1565.222838,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,1.565222838
indinavir 16mg (iv d0 in treatment c),0.17,641,indinavir,0.228571429,1881.004217,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,1.881004217
indinavir 16mg (iv d0 in treatment c),0.34,641,indinavir,0.228571429,2125.734748,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,2.125734748
indinavir 16mg (iv d0 in treatment c),0.51,641,indinavir,0.228571429,2275.730895,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,2.275730895
indinavir 16mg (iv d0 in treatment c),0.77,641,indinavir,0.228571429,570.5116322,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.570511632
indinavir 16mg (iv d0 in treatment c),1,641,indinavir,0.228571429,412.620912,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.412620912
indinavir 16mg (iv d0 in treatment c),1.51,641,indinavir,0.228571429,278.4138489,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.278413849
indinavir 16mg (iv d0 in treatment c),2.03,641,indinavir,0.228571429,191.5739773,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.191573977
indinavir 16mg (iv d0 in treatment c),4.02,641,indinavir,0.228571429,65.26142568,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.065261426
indinavir 16mg (iv d6 in treatment c),0.04,641,indinavir,0.228571429,3.36835026,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.00336835
indinavir 16mg (iv d6 in treatment c),0.09,641,indinavir,0.228571429,161.2590091,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.161259009
indinavir 16mg (iv d6 in treatment c),0.16,641,indinavir,0.228571429,192.8371163,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.192837116
indinavir 16mg (iv d6 in treatment c),0.34,641,indinavir,0.228571429,220.4679985,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.220467998
indinavir 16mg (iv d6 in treatment c),0.51,641,indinavir,0.228571429,232.3097964,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.232309796
indinavir 16mg (iv d6 in treatment c),0.77,641,indinavir,0.228571429,59.4195228,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.059419523
indinavir 16mg (iv d6 in treatment c),1.02,641,indinavir,0.228571429,43.6304385,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.043630438
indinavir 16mg (iv d6 in treatment c),1.5,641,indinavir,0.228571429,29.42029332,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.029420293
indinavir 16mg (iv d6 in treatment c),2,641,indinavir,0.228571429,20.7363123,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.020736312
indinavir 16mg (iv d6 in treatment c),4.01,641,indinavir,0.228571429,5.73669756,13.01,6.76,0.82,1.08,0.36,641,5362440,150378-17-9,test,Geci+Trend,1,0.005736698
iohexol 3235mg (intravenous iohexol),0.020691815,652,iohexol,46.21428571,517196.178,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,517.196178
iohexol 3235mg (intravenous iohexol),0.049844237,652,iohexol,46.21428571,519642.8571,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,519.6428571
iohexol 3235mg (intravenous iohexol),0.081297875,652,iohexol,46.21428571,373110.1565,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,373.1101565
iohexol 3235mg (intravenous iohexol),0.097196478,652,iohexol,46.21428571,429944.1964,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,429.9441964
iohexol 3235mg (intravenous iohexol),0.184922335,652,iohexol,46.21428571,345087.0536,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,345.0870536
iohexol 3235mg (intravenous iohexol),0.202509997,652,iohexol,46.21428571,295690.8016,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,295.6908016
iohexol 3235mg (intravenous iohexol),0.263116057,652,iohexol,46.21428571,263432.7371,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,263.4327371
iohexol 3235mg (intravenous iohexol),0.272648192,652,iohexol,46.21428571,295587.0536,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,295.5870536
iohexol 3235mg (intravenous iohexol),0.349408317,652,iohexol,46.21428571,262587.0536,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,262.5870536
iohexol 3235mg (intravenous iohexol),0.364126158,652,iohexol,46.21428571,209669.2962,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,209.6692962
iohexol 3235mg (intravenous iohexol),0.415202708,652,iohexol,46.21428571,231944.1964,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,231.9441964
iohexol 3235mg (intravenous iohexol),0.424732218,652,iohexol,46.21428571,203217.6833,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,203.2176833
iohexol 3235mg (intravenous iohexol),0.49421528,652,iohexol,46.21428571,188269.788,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,188.269788
iohexol 3235mg (intravenous iohexol),0.52486003,652,iohexol,46.21428571,201301.3393,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,201.3013393
iohexol 3235mg (intravenous iohexol),0.58512437,652,iohexol,46.21428571,167155.4185,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,167.1554185
iohexol 3235mg (intravenous iohexol),0.623551618,652,iohexol,46.21428571,187158.4821,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,187.1584821
iohexol 3235mg (intravenous iohexol),0.659504535,652,iohexol,46.21428571,154838.703,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,154.838703
iohexol 3235mg (intravenous iohexol),0.711277475,652,iohexol,46.21428571,175372.7679,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,175.3727679
iohexol 3235mg (intravenous iohexol),0.766942552,652,iohexol,46.21428571,147800.5798,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,147.8005798
iohexol 3235mg (intravenous iohexol),0.799003332,652,iohexol,46.21428571,165944.1964,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,165.9441964
iohexol 3235mg (intravenous iohexol),0.833058255,652,iohexol,46.21428571,137243.395,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,137.243395
iohexol 3235mg (intravenous iohexol),0.886729188,652,iohexol,46.21428571,147087.0536,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,147.0870536
iohexol 3235mg (intravenous iohexol),0.915702883,652,iohexol,46.21428571,130205.2719,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,130.2052719
iohexol 3235mg (intravenous iohexol),0.990083048,652,iohexol,46.21428571,119648.0871,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,119.6480871
iohexol 3235mg (intravenous iohexol),1.029283707,652,iohexol,46.21428571,137658.4821,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,137.6584821
iohexol 3235mg (intravenous iohexol),1.064463213,652,iohexol,46.21428571,117888.5563,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,117.8885563
iohexol 3235mg (intravenous iohexol),1.117009563,652,iohexol,46.21428571,130587.0536,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,130.5870536
iohexol 3235mg (intravenous iohexol),1.196694618,652,iohexol,46.21428571,119648.0871,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,119.6480871
iohexol 3235mg (intravenous iohexol),1.226666883,652,iohexol,46.21428571,125872.7679,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,125.8727679
iohexol 3235mg (intravenous iohexol),1.254545858,652,iohexol,46.21428571,109090.9024,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,109.0909024
iohexol 3235mg (intravenous iohexol),1.328926023,652,iohexol,46.21428571,102052.7792,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,102.0527792
iohexol 3235mg (intravenous iohexol),1.358255668,652,iohexol,46.21428571,118801.3393,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,118.8013393
iohexol 3235mg (intravenous iohexol),1.419835115,652,iohexol,46.21428571,102052.7792,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,102.0527792
iohexol 3235mg (intravenous iohexol),1.485950817,652,iohexol,46.21428571,98533.7176,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,98.5337176
iohexol 3235mg (intravenous iohexol),1.500810185,652,iohexol,46.21428571,109372.7679,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,109.3727679
iohexol 3235mg (intravenous iohexol),1.948760733,652,iohexol,46.21428571,61583.571,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,61.583571
iohexol 3235mg (intravenous iohexol),2.060062522,652,iohexol,46.21428571,74015.625,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,74.015625
iohexol 3235mg (intravenous iohexol),3.003115482,652,iohexol,46.21428571,45729.9107,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,45.7299107
iohexol 3235mg (intravenous iohexol),3.039669825,652,iohexol,46.21428571,42228.7323,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,42.2287323
iohexol 3235mg (intravenous iohexol),3.354018908,652,iohexol,46.21428571,41015.625,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,41.015625
iohexol 3235mg (intravenous iohexol),3.43636404,652,iohexol,46.21428571,33431.0783,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,33.4310783
iohexol 3235mg (intravenous iohexol),3.692562387,652,iohexol,46.21428571,33431.0783,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,33.4310783
iohexol 3235mg (intravenous iohexol),3.693956603,652,iohexol,46.21428571,33944.1964,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,33.9441964
iohexol 3235mg (intravenous iohexol),3.998347512,652,iohexol,46.21428571,26392.9552,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,26.3929552
iohexol 3235mg (intravenous iohexol),4.011962833,652,iohexol,46.21428571,33944.1964,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,33.9441964
iohexol 3235mg (intravenous plasma time),0.02919708,652,iohexol,46.21428571,517402.5974,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,517.4025974
iohexol 3235mg (intravenous plasma time),0.0729927,652,iohexol,46.21428571,374025.974,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,374.025974
iohexol 3235mg (intravenous plasma time),0.175182482,652,iohexol,46.21428571,299220.7792,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,299.2207792
iohexol 3235mg (intravenous plasma time),0.248175182,652,iohexol,46.21428571,268051.9481,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,268.0519481
iohexol 3235mg (intravenous plasma time),0.363399382,652,iohexol,46.21428571,214831.8731,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,214.8318731
iohexol 3235mg (intravenous plasma time),0.422054232,652,iohexol,46.21428571,210657.476,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,210.657476
iohexol 3235mg (intravenous plasma time),0.500260697,652,iohexol,46.21428571,191176.9565,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,191.1769565
iohexol 3235mg (intravenous plasma time),0.578467162,652,iohexol,46.21428571,171696.4371,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,171.6964371
iohexol 3235mg (intravenous plasma time),0.663190832,652,iohexol,46.21428571,164739.1087,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,164.7391087
iohexol 3235mg (intravenous plasma time),0.741397297,652,iohexol,46.21428571,152215.9176,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,152.2159176
iohexol 3235mg (intravenous plasma time),0.832638173,652,iohexol,46.21428571,143867.1235,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,143.8671235
iohexol 3235mg (intravenous plasma time),0.897810227,652,iohexol,46.21428571,136909.7951,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,136.9097951
iohexol 3235mg (intravenous plasma time),1.002085513,652,iohexol,46.21428571,127169.5354,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,127.1695354
iohexol 3235mg (intravenous plasma time),1.080291978,652,iohexol,46.21428571,120212.207,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,120.212207
iohexol 3235mg (intravenous plasma time),1.17805006,652,iohexol,46.21428571,124386.604,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,124.386604
iohexol 3235mg (intravenous plasma time),1.256256525,652,iohexol,46.21428571,116037.81,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,116.03781
iohexol 3235mg (intravenous plasma time),1.33446299,652,iohexol,46.21428571,104906.0846,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,104.9060846
iohexol 3235mg (intravenous plasma time),1.386600633,652,iohexol,46.21428571,104906.0846,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,104.9060846
iohexol 3235mg (intravenous plasma time),1.497393125,652,iohexol,46.21428571,103514.6189,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,103.5146189
iohexol 3235mg (intravenous plasma time),1.953597505,652,iohexol,46.21428571,68727.977,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,68.727977
iohexol 3235mg (intravenous plasma time),3.048488017,652,iohexol,46.21428571,42290.1291,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,42.2901291
iohexol 3235mg (intravenous plasma time),3.439520342,652,iohexol,46.21428571,38115.7321,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,38.1157321
iohexol 3235mg (intravenous plasma time),3.680656942,652,iohexol,46.21428571,38115.7321,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,38.1157321
iohexol 3235mg (intravenous plasma time),4.013034418,652,iohexol,46.21428571,35332.8007,11.73,,0.16,0.12,1,652,3730,66108-95-0,test,Geci+Trend,1,35.3328007
irbesartan 50mg (iv unchanged irbesartan),0.496217,660,irbesartan,0.714285714,3265.202665,4.29,4.08,0.94,0.138,0.1,660,3749,138402-11-6,test,Geci+Trend,1,3.265202665
irbesartan 50mg (iv unchanged irbesartan),0.7992473,660,irbesartan,0.714285714,1487.731642,4.29,4.08,0.94,0.138,0.1,660,3749,138402-11-6,test,Geci+Trend,1,1.487731642
irbesartan 50mg (iv unchanged irbesartan),0.9507624,660,irbesartan,0.714285714,1031.429147,4.29,4.08,0.94,0.138,0.1,660,3749,138402-11-6,test,Geci+Trend,1,1.031429147
irbesartan 50mg (iv unchanged irbesartan),1.1022776,660,irbesartan,0.714285714,640.6613138,4.29,4.08,0.94,0.138,0.1,660,3749,138402-11-6,test,Geci+Trend,1,0.640661314
irbesartan 50mg (iv unchanged irbesartan),2.0113685,660,irbesartan,0.714285714,390.7179827,4.29,4.08,0.94,0.138,0.1,660,3749,138402-11-6,test,Geci+Trend,1,0.390717983
irbesartan 50mg (iv unchanged irbesartan),2.9204594,660,irbesartan,0.714285714,225.5461925,4.29,4.08,0.94,0.138,0.1,660,3749,138402-11-6,test,Geci+Trend,1,0.225546193
irbesartan 50mg (iv unchanged irbesartan),3.9810655,660,irbesartan,0.714285714,148.0087872,4.29,4.08,0.94,0.138,0.1,660,3749,138402-11-6,test,Geci+Trend,1,0.148008787
irbesartan 50mg (iv unchanged irbesartan),5.1931867,660,irbesartan,0.714285714,132.6056107,4.29,4.08,0.94,0.138,0.1,660,3749,138402-11-6,test,Geci+Trend,1,0.132605611
irbesartan 50mg (iv unchanged irbesartan),7.6174291,660,irbesartan,0.714285714,102.6129563,4.29,4.08,0.94,0.138,0.1,660,3749,138402-11-6,test,Geci+Trend,1,0.102612956
irbesartan 50mg (iv unchanged irbesartan),11.7083382,660,irbesartan,0.714285714,76.5480268,4.29,4.08,0.94,0.138,0.1,660,3749,138402-11-6,test,Geci+Trend,1,0.076548027
